DATE,AT,HT,WON,LOST,SOLOST,HWR,HLR,HSLR,AWR,ALR,ASLR,HW,AW,HS,AS,RES
11/20/23,BOS,TBL,TBL,BOS,,8,6,4,13,1,2,TRUE,FALSE,FALSE,FALSE,HW
11/20/23,NYR,DAL,DAL,NYR,,11,4,1,12,2,1,TRUE,FALSE,FALSE,FALSE,HW
11/20/23,COL,NSH,NSH,COL,,6,10,0,11,5,0,TRUE,FALSE,FALSE,FALSE,HW
11/20/23,LAK,ARI,LAK,ARI,,8,7,2,10,4,2,FALSE,TRUE,FALSE,FALSE,AW
11/20/23,CGY,SEA,CGY,,SEA,7,8,4,6,8,3,FALSE,FALSE,FALSE,TRUE,AS
11/20/23,SJS,VAN,VAN,SJS,,12,5,1,3,14,0,TRUE,FALSE,FALSE,FALSE,HW
11/22/23,EDM,CAR,CAR,EDM,,10,7,0,5,11,1,TRUE,FALSE,FALSE,FALSE,HW
11/22/23,CHI,CBJ,CBJ,CHI,,4,13,2,5,11,0,TRUE,FALSE,FALSE,FALSE,HW
11/22/23,NJD,DET,DET,NJD,,8,6,3,8,7,1,TRUE,FALSE,FALSE,FALSE,HW
11/22/23,BOS,FLA,BOS,FLA,,12,5,1,13,2,2,FALSE,TRUE,FALSE,FALSE,AW
11/22/23,NYR,PIT,NYR,PIT,,9,8,0,12,3,1,FALSE,TRUE,FALSE,FALSE,AW
11/22/23,WPG,TBL,WPG,,TBL,9,6,4,10,6,1,FALSE,FALSE,FALSE,TRUE,AS
11/22/23,BUF,WSH,WSH,,BUF,9,4,2,8,9,1,FALSE,FALSE,TRUE,FALSE,HS
11/22/23,PHI,NYI,NYI,PHI,,6,6,5,10,6,2,TRUE,FALSE,FALSE,FALSE,HW
11/22/23,STL,ARI,STL,ARI,,8,8,2,9,7,1,FALSE,TRUE,FALSE,FALSE,AW
11/22/23,CGY,NSH,NSH,CGY,,7,10,0,7,8,3,TRUE,FALSE,FALSE,FALSE,HW
